"","chromosome_name","start_position","end_position","hgnc_symbol"
"613","CHR_HSCHR15_5_CTG8",82622289,82720771,"CPEB1"
"614","15",82543201,82648861,"CPEB1"
"615","4",15002481,15070153,"CPEB2"
"616","10",92046692,92291078,"CPEB3"
"617","5",173888349,173961980,"CPEB4"
"618","10",100042193,100081869,"CPN1"
"619","3",194339768,194351328,"CPN2"
"620","7",28995235,29195451,"CPVL"
"621","20",2794074,2800627,"CPXM1"
"622","10",123706207,123940267,"CPXM2"
"623","1",207645113,207738416,"CR1L"
"624","15",78340353,78348225,"CRABP1"
"625","1",156699606,156705816,"CRABP2"
"626","9",123356170,123380324,"CRB2"
"627","7",66114604,66154568,"CRCP"
"628","2",101345550,101387503,"CREG2"
"629","5",76953045,76981158,"CRHBP"
"630","CHR_HSCHR17_2_CTG5",45795888,45847447,"CRHR1"
"631","CHR_HSCHR17_1_CTG5",46261820,46313387,"CRHR1"
"632","17",45784277,45835828,"CRHR1"
"633","7",30651942,30700129,"CRHR2"
"634","8",74984505,75034558,"CRISPLD1"
"635","16",84819985,84920768,"CRISPLD2"
"636","22",20917407,20953747,"CRKL"
"637","20",20034368,20056046,"CRNKL1"
"638","11",122838500,122872643,"CRTAM"
"639","3",33114014,33147773,"CRTAP"
"640","11",45847118,45883248,"CRY2"
"641","17",29246859,29254494,"CRYBA1"
"642","2",218990189,218993422,"CRYBA2"
"643","22",26621963,26630669,"CRYBA4"
"644","21",33589341,33643926,"CRYZL1"
"645","22",41561010,41577741,"CSDC2"
"646","5",150053291,150113372,"CSF1R"
"647","17",63909597,63911341,"CSHL1"
"648","13",37103259,37105664,"CSNK1A1L"
"649","15",64165525,64356173,"CSNK1G1"
"650","5",123512177,123617049,"CSNK1G3"
"651","3",39141855,39154562,"CSRNP1"
"652","12",51061205,51083664,"CSRNP2"
"653","2",165469647,165689407,"CSRNP3"
"654","X",135713639,135723539,"CT45A1"
"655","X",135811668,135820012,"CT45A2"
"656","X",135759846,135768191,"CT45A3"
"657","X",135775852,135785503,"CT45A5"
"658","X",135794685,135802787,"CT45A6"
"659","13",75237944,75240296,"CTAGE11P"
"660","10",130106046,130108481,"CTAGE7P"
"661","17",8224815,8248058,"CTC1"
"662","16",67562467,67639177,"CTCF"
"663","2",203853888,203873965,"CTLA4"
"664","X",16587999,16712936,"CTPS2"
"665","CHR_HSCHR16_5_CTG3_1",75221828,75224885,"CTRB1"
"666","16",75218988,75226338,"CTRB1"
"667","20",45890144,45898949,"CTSA"
"668","CHR_HG76_PATCH",8084702,8110299,"CTSB"
"669","8",11842524,11869533,"CTSB"
"670","11",88265069,88359684,"CTSC"
"671","11",1752752,1764573,"CTSD"
"672","1",206008535,206023909,"CTSE"
"673","11",66563464,66568879,"CTSF"
"674","14",24573518,24576250,"CTSG"
"675","15",78921058,78949574,"CTSH"
"676","1",150794880,150809577,"CTSK"
"677","9",87724051,87731469,"CTSL"
"678","CHR_HSCHR4_1_CTG12",155924118,155953911,"CTSO"
"679","4",155921580,155953912,"CTSO"
"680","1",150730079,150765957,"CTSS"
"681","9",97029677,97156556,"CTSV"
"682","11",65879809,65883741,"CTSW"
"683","20",58985686,59008238,"CTSZ"
"684","19",7924491,7926135,"CTXN1"
"685","15",48178122,48203758,"CTXN2"
"686","5",127649082,127658630,"CTXN3"
"687","10",122832158,122846175,"CUZD1"
"688","4",48986275,49062081,"CWH43"
"689","CHR_HSCHR15_1_CTG3",22903706,22981018,"CYFIP1"
"690","CHR_HG2365_PATCH",23539361,23616629,"CYFIP1"
"691","15",22867052,22981063,"CYFIP1"
"692","5",157266079,157395595,"CYFIP2"
"693","2",38073447,38231651,"CYP1B1-AS1"
"694","20",54153446,54173986,"CYP24A1"
"695","2",72129238,72147862,"CYP26B1"
"696","2",218781749,218815293,"CYP27A1"
"697","CHR_HSCHR22_3_CTG1",42126495,42130902,"CYP2D6"
"698","CHR_HSCHR22_2_CTG1",42126481,42130888,"CYP2D6"
"699","CHR_HSCHR22_5_CTG1",42126481,42130863,"CYP2D6"
"700","CHR_HSCHR22_7_CTG1",42126481,42130863,"CYP2D6"
"701","CHR_HSCHR22_8_CTG1",42126498,42130880,"CYP2D6"
"702","22",42126499,42130865,"CYP2D6"
"703","7",99648194,99679998,"CYP3A5"
"704","1",46929177,46941484,"CYP4A11"
"705","19",15760241,15779909,"CYP4F24P"
"706","1",47023669,47050751,"CYP4X1"
"707","X",78271468,78327691,"CYSLTR1"
"708","17",78674048,78782297,"CYTH1"
"709","19",48469208,48482314,"CYTH2"
"710","7",6161776,6272644,"CYTH3"
"711","22",37282027,37315341,"CYTH4"
"712","1",56994778,58546734,"DAB1"
"713","5",39371675,39462300,"DAB2"
"714","3",49468713,49535618,"DAG1"
"715","11",61680391,61747001,"DAGLA"
"716","7",6409126,6484190,"DAGLB"
"717","3",49015488,49022293,"DALRD3"
"718","13",105465867,105491034,"DAOA"
"719","2",158795317,158862781,"DAPL1"
"720","2",227871054,227924344,"DAW1"
"721","18",52340197,53535903,"DCC"
"722","12",54644589,54648493,"DCD"
"723","1",32209089,32216192,"DCDC2B"
"724","2",3703575,3848008,"DCDC2C"
"725","4",70992538,71030914,"DCK"
"726","12",91140484,91183217,"DCN"
"727","5",112976702,113022195,"DCP2"
"728","11",126304060,126350005,"DCPS"
"729","2",74361154,74392087,"DCTN1"
"730","12",57529633,57547224,"DCTN2"
"731","9",34613545,34620523,"DCTN3"
"732","5",150708440,150759095,"DCTN4"
"733","16",23641466,23677472,"DCTN5"
"734","8",30156319,30183639,"DCTN6"
"735","X",111293779,111412429,"DCX"
"736","17",82035136,82037709,"DCXR"
"737","19",17309518,17323298,"DDA1"
"738","8",38225218,38275558,"DDHD2"
"739","11",104036640,104039196,"DDI1"
"740","1",15617458,15669044,"DDI2"
"741","12",57516588,57521737,"DDIT3"
"742","10",72273919,72276036,"DDIT4"
"743","20",3190350,3204685,"DDRGK1"
"744","12",9418673,9448229,"DDX12P"
"745","CHR_HSCHR14_7_CTG1",94050920,94081245,"DDX24"
"746","14",94048287,94081202,"DDX24"
"747","20",49219347,49244077,"DDX27"
"748","X",41333348,41364472,"DDX3X"
"749","4",168216291,168318883,"DDX60"
"750","CHR_HG76_PATCH",6977491,6979922,"DEFA1"
"751","8",6977649,6980092,"DEFA1"
"752","CHR_HG76_PATCH",7028495,7029343,"DEFA11P"
"753","8",7028641,7029489,"DEFA11P"
"754","CHR_HG76_PATCH",6996733,6997594,"DEFA1B"
"755","8",6996766,6999198,"DEFA1B"
"756","CHR_HG76_PATCH",7015719,7018151,"DEFA3"
"757","8",7015869,7018297,"DEFA3"
"758","CHR_HG76_PATCH",6935673,6938159,"DEFA4"
"759","8",6935820,6938306,"DEFA4"
"760","CHR_HG76_PATCH",7055160,7056595,"DEFA5"
"761","8",7055304,7056739,"DEFA5"
"762","CHR_HG76_PATCH",6924551,6925929,"DEFA6"
"763","8",6924697,6926076,"DEFA6"
"764","CHR_HG76_PATCH",6959129,6960001,"DEFA9P"
"765","8",6959289,6960161,"DEFA9P"
"766","20",31440632,31450257,"DEFB123"
"767","20",257724,261096,"DEFB132"
"768","6",49946101,49949444,"DEFB133"
"769","CHR_HG76_PATCH",7956435,7959574,"DEFB134"
"770","8",11993174,12000752,"DEFB134"
"771","CHR_HG76_PATCH",7968158,7970427,"DEFB135"
"772","8",11982256,11984590,"DEFB135"
"773","CHR_HG76_PATCH",7978152,7978814,"DEFB136"
"774","8",11973937,11974599,"DEFB136"
"775","9",123379654,123930152,"DENND1A"
"776","1",197504748,197775696,"DENND1B"
"777","19",6467207,6482557,"DENND1C"
"778","7",140518420,140673993,"DENND2A"
"779","1",114582848,114670422,"DENND2C"
"780","1",111185969,111204535,"DENND2D"
"781","16",10928891,10942468,"DEXI"
"782","1",26432282,26471306,"DHDDS"
"783","12",49086656,49094801,"DHH"
"784","CHR_HSCHR17_7_CTG4",36592761,36601768,"DHRS11"
"785","17",36591879,36600804,"DHRS11"
"786","13",51767993,51804163,"DHRS12"
"787","17",28897781,28903079,"DHRS13"
"788","5",55256055,55307694,"DHX29"
"789","17",59565558,59608345,"DHX40"
"790","13",72752169,72782096,"DIS3"
"791","CHR_HSCHR10_1_CTG4",77927372,77929824,"DLG5-AS1"
"792","10",77927372,77929824,"DLG5-AS1"
"793","18",3496032,4455307,"DLGAP1"
"794","18",3593732,3598363,"DLGAP1-AS1"
"795","18",3603000,3610103,"DLGAP1-AS2"
"796","18",3878058,3897069,"DLGAP1-AS3"
"797","18",3962353,4024150,"DLGAP1-AS4"
"798","18",4264602,4295405,"DLGAP1-AS5"
"799","CHR_HSCHR8_1_CTG1",1487682,1552210,"DLGAP2"
"800","CHR_HSCHR8_5_CTG1",1501879,1707457,"DLGAP2"
"801","CHR_HSCHR8_7_CTG1",1627028,1708042,"DLGAP2"
"802","8",737628,1708476,"DLGAP2"
"803","1",34865436,34929650,"DLGAP3"
"804","20",36306336,36528637,"DLGAP4"
"805","14",55148112,55191608,"DLGAP5"
"806","2",172084740,172089677,"DLX1"
"807","2",172099438,172102900,"DLX2"
"808","17",49990005,49995224,"DLX3"
"809","7",97020396,97024950,"DLX5"
"810","7",97005553,97011040,"DLX6"
"811","7",96955141,97014088,"DLX6-AS1"
"812","9",841690,969090,"DMRT1"
"813","9",1049858,1057552,"DMRT2"
"814","9",976655,991732,"DMRT3"
"815","9",22446824,22455740,"DMRTA1"
"816","1",50417550,50423443,"DMRTA2"
"817","1",53459399,53467488,"DMRTB1"
"818","3",128463594,128472317,"DNAJB8-AS1"
"819","5",140670794,140673576,"DND1"
"820","9",136359480,136363744,"DNLZ"
"821","2",219372043,219400022,"DNPEP"
"822","6",43225629,43229481,"DNPH1"
"823","10",96304409,96338564,"DNTT"
"824","11",67612651,67616257,"DOC2GP"
"825","10",126905409,127452517,"DOCK1"
"826","5",169637268,170083382,"DOCK2"
"827","7",111808516,111821773,"DOCK4-AS1"
"828","8",25184689,25418082,"DOCK5"
"829","1",62454298,62688386,"DOCK7"
"830","9",214854,465259,"DOCK8"
"831","13",98793429,99086625,"DOCK9"
"832","13",98832084,98834629,"DOCK9-AS1"
"833","21",33559542,33588706,"DONSON"
"834","17",2030137,2043898,"DPH1"
"835","1",43970000,43973369,"DPH2"
"836","3",16257061,16264969,"DPH3"
"837","1",100989623,101026088,"DPH5"
"838","9",137554444,137578925,"DPH7"
"839","CHR_HSCHR7_1_CTG4_4",103177974,103243284,"DPY19L2P2"
"840","CHR_HSCHR7_1_CTG4_4",103177764,103243284,"DPY19L2P2"
"841","7",103175343,103277638,"DPY19L2P2"
"842","7",103175133,103280410,"DPY19L2P2"
"843","7",29650227,29742594,"DPY19L2P3"
"844","1",97095923,97322955,"DPYD-AS1"
"845","1",97796921,97798066,"DPYD-AS2"
"846","10",132186948,132205759,"DPYSL4"
"847","2",26401920,26456711,"DRC1"
"848","1",144274892,144277993,"DRD5P2"
"849","5",31400494,31532196,"DROSHA"
"850","18",31129236,31162856,"DSC1"
"851","18",31058840,31102522,"DSC2"
"852","18",30989365,31042815,"DSC3"
"853","6",116254173,116444861,"DSE"
"854","6",7541617,7586714,"DSP"
"855","6",56457987,56954830,"DST"
"856","CHR_HSCHR4_11_CTG12",190103986,190105260,"DUX4L2"
"857","4",190091005,190092279,"DUX4L2"
"858","4",190087705,190088979,"DUX4L3"
"859","4",190081118,190082386,"DUX4L4"
"860","4",190077818,190079092,"DUX4L5"
"861","4",190074525,190075799,"DUX4L6"
"862","4",190071232,190072506,"DUX4L7"
"863","7",95772506,96110322,"DYNC1I1"
"864","12",120469850,120498493,"DYNLL1"
"865","17",58083419,58095542,"DYNLL2"
"866","6",158636474,158644743,"DYNLT1"
"867","X",37836757,37847571,"DYNLT3"
"868","3",15427598,15450635,"EAF1"
"869","3",121835183,121886526,"EAF2"
"870","X",48521799,48528716,"EBP"
"871","13",49660674,49691486,"EBPL"
"872","15",74630558,74696292,"EDC3"
"873","16",67873052,67884499,"EDC4"
"874","11",86244753,86278813,"EED"
"875","6",73489308,73525587,"EEF1A1"
"876","20",63488013,63499239,"EEF1A2"
"877","7",36153254,36301538,"EEPD1"
"878","7",105565120,105600875,"EFCAB10"
"879","14",89794669,89954777,"EFCAB11"
"880","3",129401321,129428651,"EFCAB12"
"881","17",47323290,47441312,"EFCAB13"
"882","1",46674659,46719146,"EFCAB14"
"883","3",129001304,129040742,"EFCC1"
"884","2",232606057,232682776,"EFHD1"
"885","1",15409888,15430339,"EFHD2"
"886","5",138465479,138469303,"EGR1"
"887","10",62811996,62819167,"EGR2"
"888","8",22687659,22693480,"EGR3"
"889","2",73290929,73293701,"EGR4"
"890","9",137618992,137870016,"EHMT1"
"891","CHR_HSCHR6_MHC_APD_CTG1",31946781,31964716,"EHMT2"
"892","CHR_HSCHR6_MHC_MCF_CTG1",31956231,31974166,"EHMT2"
"893","CHR_HSCHR6_MHC_SSTO_CTG1",31872446,31882289,"EHMT2"
"894","CHR_HSCHR6_MHC_COX_CTG1",31867303,31885231,"EHMT2"
"895","CHR_HSCHR6_MHC_DBB_CTG1",31861940,31879868,"EHMT2"
"896","CHR_HSCHR6_MHC_QBL_CTG1",31870139,31888078,"EHMT2"
"897","6",31879759,31897698,"EHMT2"
"898","X",20139968,20140444,"EIF1AX-AS1"
"899","8",38030534,38060365,"EIF4EBP1"
"900","5",140547662,140549576,"EIF4EBP3"
"901","10",79512533,79516440,"EIF5AL1"
"902","7",1738630,1742291,"ELFN1-AS1"
"903","6",11043482,11079154,"ELOVL2-AS1"
"904","18",36129444,36180557,"ELP2"
"905","8",28089673,28191156,"ELP3"
"906","11",31509755,31790324,"ELP4"
"907","CHR_HG2087_PATCH",7251416,7259940,"ELP5"
"908","17",7251416,7259940,"ELP5"
"909","3",47495640,47513712,"ELP6"
"910","5",50396192,50443248,"EMB"
"911","X",154379273,154381574,"EMD"
"912","2",27078615,27086403,"EMILIN1"
"913","18",2847006,2916003,"EMILIN2"
"914","20",41359962,41366818,"EMILIN3"
"915","1",8861000,8879190,"ENO1"
"916","12",6913745,6923698,"ENO2"
"917","17",4948092,4957131,"ENO3"
"918","10",116849499,116911788,"ENO4"
"919","3",27715949,27722711,"EOMES"
"920","20",36091504,36232799,"EPB41L1"
"921","6",130839347,131063322,"EPB41L2"
"922","18",5392381,5630700,"EPB41L3"
"923","2",120013077,120179119,"EPB41L5"
"924","2",47345158,47387601,"EPCAM"
"925","18",45800581,45967329,"EPG5"
"926","4",74308470,74316789,"EPGN"
"927","CHR_HG708_PATCH",143390289,143408856,"EPHA1"
"928","7",143390289,143408856,"EPHA1"
"929","1",37713880,37765133,"EPHA10"
"930","3",96814581,97761532,"EPHA6"
"931","6",93240020,93419687,"EPHA7"
"932","1",22563489,22603595,"EPHA8"
"933","17",19296596,19306261,"EPN2-AS1"
"934","19",11377207,11384342,"EPOR"
"935","19",42247569,42255128,"ERF"
"936","21",38380027,38661780,"ERG"
"937","5",172834251,172952792,"ERGIC1"
"938","12",29337352,29381189,"ERGIC2"
"939","20",35542038,35557634,"ERGIC3"
"940","14",69380128,69398299,"ERH"
"941","1",44243408,44244273,"ERI3-IT1"
"942","19",53013921,53016123,"ERVV-1"
"943","19",53044740,53051680,"ERVV-2"
"944","2",238100340,238133287,"ESPNL"
"945","1",16692280,16720157,"ESPNP"
"946","19",43506719,43527230,"ETHE1"
"947","1",157092043,157112412,"ETV3L"
"948","17",31316410,31321749,"EVI2A"
"949","17",31303770,31314105,"EVI2B"
"950","15",41182725,41230757,"EXD1"
"951","14",69191498,69244020,"EXD2"
"952","9",137306896,137423211,"EXD3"
"953","1",11066618,11099869,"EXOSC10"
"954","8",117794490,118111826,"EXT1"
"955","11",44095648,44251962,"EXT2"
"956","6",158765741,158819368,"EZR"
"957","1",197038741,197067260,"F13B"
"958","11",70203296,70207390,"FADD"
"959","16",1826967,1840207,"FAHD1"
"960","2",95402708,95416616,"FAHD2A"
"961","2",97083583,97094882,"FAHD2B"
"962","2",96013730,96021608,"FAHD2CP"
"963","12",49866896,49904217,"FAIM2"
"964","9",127940582,127980989,"FAM102A"
"965","1",108560089,108644900,"FAM102B"
"966","11",59142748,59155039,"FAM111A"
"967","11",59107185,59127412,"FAM111B"
"968","6",70412941,70561174,"FAM135A"
"969","8",138130023,138497261,"FAM135B"
"970","4",88709298,88730103,"FAM13A-AS1"
"971","1",54609181,54623556,"FAM151A"
"972","5",80487969,80542563,"FAM151B"
"973","11",73400487,73598189,"FAM168A"
"974","2",131047876,131093460,"FAM168B"
"975","5",93617725,94111699,"FAM172A"
"976","3",101521891,101522979,"FAM172BP"
"977","7",135728348,135748813,"FAM180A"
"978","CHR_HG2114_PATCH",47586693,47589194,"FAM180B"
"979","11",47586678,47589194,"FAM180B"
"980","4",2536647,2732573,"FAM193A"
"981","5",177519789,177554586,"FAM193B"
"982","10",118297925,118342328,"FAM204A"
"983","9",34398184,34458570,"FAM219A"
"984","15",74899992,74906883,"FAM219B"
"985","X",154571248,154571960,"FAM223A"
"986","9",113113042,113119928,"FAM225A"
"987","9",113102117,113111543,"FAM225B"
"988","10",46369113,46373508,"FAM25BP"
"989","9",67725690,67725902,"FAM27B"
"990","9",61854148,62096920,"FAM27C"
"991","9",67717411,67719178,"FAM27E3"
"992","1",27725961,27763116,"FAM76A"
"993","11",95768953,95790409,"FAM76B"
"994","12",8232512,8242948,"FAM86FP"
"995","8",123768439,123815452,"FAM91A1"
"996","2",33532744,33599347,"FAM98A"
"997","15",38454127,38487710,"FAM98B"
"998","19",38403093,38409088,"FAM98C"
"999","16",89726683,89816977,"FANCA"
"1000","X",14690388,14873255,"FANCB"
"1001","9",95099054,95426796,"FANCC"
"1002","6",35452338,35467104,"FANCE"
"1003","9",35073835,35080004,"FANCG"
"1004","15",89243945,89317261,"FANCI"
"1005","2",58159243,58241410,"FANCL"
"1006","14",45135930,45200890,"FANCM"
"1007","10",125896564,126009592,"FANK1"
"1008","2",130028309,130040560,"FAR2P1"
"1009","2",130419071,130431363,"FAR2P2"
"1010","4",186587794,186726722,"FAT1"
"1011","5",151504092,151591331,"FAT2"
"1012","11",92224818,92896473,"FAT3"
"1013","4",125314918,125492932,"FAT4"
"1014","6",99271168,99350062,"FAXC"
"1015","17",75909574,75941140,"FBF1"
"1016","15",48408313,48645721,"FBN1"
"1017","5",128257909,128659185,"FBN2"
"1018","12",1565993,1594581,"FBXL14"
"1019","7",5431335,5513809,"FBXL18"
"1020","16",30923055,30948783,"FBXL19"
"1021","17",39252663,39402523,"FBXL20"
"1022","15",63597353,63602428,"FBXL22"
"1023","9",37510892,37576380,"FBXO10"
"1024","2",47789316,47906498,"FBXO11"
"1025","18",74073353,74147843,"FBXO15"
"1026","8",28348287,28490278,"FBXO16"
"1027","CHR_HG26_PATCH",38941437,38975778,"FBXO17"
"1028","19",38941401,38975742,"FBXO17"
"1029","3",121593379,121630295,"FBXO40"
"1030","2",73254682,73284478,"FBXO41"
"1031","1",16246840,16352480,"FBXO42"
"1032","8",100133351,100145817,"FBXO43"
"1033","1",11654375,11663327,"FBXO44"
"1034","3",196568611,196589059,"FBXO45"
"1035","19",45710629,45730896,"FBXO46"
"1036","17",38936432,38967403,"FBXO47"
"1037","2",68459422,68467294,"FBXO48"
"1038","1",159289714,159308224,"FCER1A"
"1039","1",161215234,161220699,"FCER1G"
"1040","19",17747718,17788568,"FCHO1"
"1041","5",72956041,73090522,"FCHO2"
"1042","5",141639302,141651418,"FCHSD1"
"1043","11",72836745,73142318,"FCHSD2"
"1044","1",157794403,157820120,"FCRL1"
"1045","1",157745733,157777132,"FCRL2"
"1046","1",157674321,157700769,"FCRL3"
"1047","1",157573747,157598085,"FCRL4"
"1048","1",157513377,157552515,"FCRL5"
"1049","1",159800511,159816257,"FCRL6"
"1050","1",161706972,161714352,"FCRLA"
"1051","1",161721544,161728143,"FCRLB"
"1052","CHR_HG76_PATCH",8113504,8150080,"FDFT1"
"1053","8",11795573,11839304,"FDFT1"
"1054","18",57544377,57586732,"FECH"
"1055","20",6074845,6123214,"FERMT1"
"1056","14",52857268,52952435,"FERMT2"
"1057","11",64205926,64223896,"FERMT3"
"1058","4",154583128,154590745,"FGA"
"1059","4",154563011,154572807,"FGB"
"1060","5",142592178,142698070,"FGF1"
"1061","4",80266639,80336680,"FGF5"
"1062","12",26938470,26966650,"FGFR1OP2"
"1063","4",154604134,154612967,"FGG"
"1064","8",17864380,17910365,"FGL1"
"1065","1",27612064,27635185,"FGR"
"1066","16",67229387,67247481,"FHOD1"
"1067","18",36297713,36780220,"FHOD3"
"1068","17",41812680,41823213,"FKBP10"
"1069","12",48921518,48926474,"FKBP11"
"1070","7",30010587,30026702,"FKBP14"
"1071","9",113161006,113221458,"FKBP15"
"1072","20",1368977,1393164,"FKBP1A"
"1073","2",24049701,24063681,"FKBP1B"
"1074","7",55682652,55713252,"FKBP9P1"
"1075","1",152168125,152445456,"FLG-AS1"
"1076","11",64035931,64119173,"FLRT1"
"1077","14",85530144,85654428,"FLRT2"
"1078","20",14322985,14337614,"FLRT3"
"1079","1",166612470,166631400,"FMO9P"
"1080","1",166603916,166625238,"FMO9P"
"1081","X",147911919,147951125,"FMR1"
"1082","14",75278826,75282230,"FOS"
"1083","9",97853226,97856717,"FOXE1"
"1084","1",47416285,47418052,"FOXE3"
"1085","16",86510527,86515422,"FOXF1"
"1086","6",1389576,1395603,"FOXF2"
"1087","12",2857680,2877174,"FOXM1"
"1088","17",28506243,28538900,"FOXN1"
"1089","2",48314637,48379295,"FOXN2"
"1090","14",89124871,89619149,"FOXN3"
"1091","6",41546381,41602384,"FOXP4"
"1092","11",126269024,126278131,"FOXRED1"
"1093","22",36487190,36507221,"FOXRED2"
"1094","20",31844303,31845604,"FOXS1"
"1095","10",97319271,97321915,"FRAT1"
"1096","4",48497357,48780322,"FRYL"
"1097","9",105447796,105552433,"FSD1L"
"1098","11",30231014,30235261,"FSHB"
"1099","2",48962157,49154527,"FSHR"
"1100","5",133196455,133612541,"FSTL4"
"1101","2",199760544,199851192,"FTCDNL1"
"1102","19",48965309,48966879,"FTL"
"1103","16",53701692,54158512,"FTO"
"1104","1",77944055,77979110,"FUBP1"
"1105","9",130578965,130638352,"FUBP3"
"1106","10",133355158,133358025,"FUOM"
"1107","19",48695971,48705951,"FUT2"
"1108","19",5865826,5870540,"FUT5"
"1109","3",180868141,180982753,"FXR1"
"1110","17",7591230,7614897,"FXR2"
"1111","11",117820163,117876667,"FXYD6-FXYD2"
"1112","12",130162459,130165740,"FZD10"
"1113","CHR_HSCHR6_MHC_APD_CTG1",29555714,29633284,"GABBR1"
"1114","CHR_HSCHR6_MHC_MANN_CTG1",29555178,29632716,"GABBR1"
"1115","CHR_HSCHR6_MHC_COX_CTG1",29552212,29629760,"GABBR1"
"1116","CHR_HSCHR6_MHC_QBL_CTG1",29555518,29633080,"GABBR1"
"1117","CHR_HSCHR6_MHC_DBB_CTG1",29555562,29633117,"GABBR1"
"1118","CHR_HSCHR6_MHC_MCF_CTG1",29555423,29632960,"GABBR1"
"1119","6",29555629,29633976,"GABBR1"
"1120","15",50354944,50372202,"GABPB1-AS1"
"1121","1",151070578,151125542,"GABPB2"
